H0,75,m
H5000,105,m
H10000,120,m
SW_IAF,4630,m
ATT_FAF,444,m
SW_FAF,2685,m
ATT_MAPt,444,m
SW_MAPt,1759,m
SW_MA,3704,m
splay_out,0.2679491924,grad
splay_in,0.5773502692,grad
MOC_final,75,m
MOC_MA_init,30,m
MOC_MA_final,50,m
xZ_std_A,-900,m
xZ_std_B,-900,m
xZ_std_C,-1100,m
xZ_std_D,-1400,m
HL_std_A,40,m
HL_std_B,43,m
HL_std_C,46,m
HL_std_D,49,m
