Elev_AD,21.00,ft
Elev_THR,13.00,ft
RDH,50.00,ft
Alt_FAP,2240,ft
VPA_Prom,3.0,deg
Temp_Min,0,celsius
Temp_ISA,15,celsius
Temp_Max,30,celsius
Grad_MA,0.025,grad
Dist_FAFtoTHR,6.8,NM
Dist_MAPTtoTHR,0.0,NM
Dist_THRtoMATP,2.7,NM
Alt_MAturn,600,ft
MA_Wind,10,kt
IAS_Final_A,100.0,kt
IAS_Final_B,130.0,kt
IAS_Final_C,160.0,kt
IAS_Final_D,185.0,kt
OCA_A,470.0,ft
OCA_B,470.0,ft
OCA_C,470.0,ft
OCA_D,470.0,ft
